-133.6545764 158.1498656
-283.5572693 -296.5105298
110.0439742 -466.0663386
370.0936636 -109.8641994
121.0993573 253.1113531
-279.8270555 160.4559427
-332.5533746 -199.3081308
-66.9484298 -344.7646629
99.9188879 -182.5968232
-1.1882471 -47.8521263
-108.6792276 -148.7470786
 9.3985728 -279.4790252
193.2143640 -183.0443837
155.8978544 30.4832523
-55.4355152 45.7720457
-107.8212960 -169.5016635
126.0660280 -286.2604283
355.4397880 -73.4986025
254.9440361 261.5005479
-94.1134952 336.5624086
-315.0730388 89.3902429
-224.4666540 -173.8444075
-19.6888513 -204.3791010
47.0351942 -95.0147926
 0.8667288 -64.0259977
25.9614887 -112.3202959
129.9561934 -64.4872342
121.2548425 105.2319260
-73.3044061 186.4102734
-248.4850456 34.2059685
-185.1024536 -189.1062811
30.8973403 -210.0730656
104.4516193 -19.5433026
-73.3583200 101.6782768
-273.0106414 -48.1239894
-222.4301915 -328.0892672
54.1387509 -439.5167779
290.8918729 -289.1716091
313.5215390 -56.9926728
196.1641173 63.7519826
92.7750730 64.4818151
43.4505356 33.0727689
13.4013993 -9.3702974
25.9436014 -84.5374496
133.3311793 -133.5236314
277.2402843 -48.7440142
302.2670590 155.9813457
150.9731089 314.0352627
-42.8789381 303.2942472
-125.7775908 200.9771249
-126.6234018 159.2110589
-188.8004344 173.9885796
-324.6703757 94.3313545
-363.1178642 -128.1446205
-190.0495975 -318.9399513
59.4638467 -290.5948789
152.9453885 -99.5873324
60.2094423 23.2133156
-22.8026144 -16.4160199
34.4646620 -62.3224011
105.8873134 43.6777036
-3.4471477 207.4555637
-255.5010160 194.4766551
-400.2691954 -42.1082885
-300.6387716 -282.3417041
-107.8808286 -326.4256088
-43.4447415 -247.7397618
-97.2438131 -262.7675210
-63.1264635 -411.4093640
151.1528583 -500.5572485
384.0171181 -379.8444256
439.3583586 -150.8701992
343.4959528 -22.2211811
283.1750360 -32.4851467
336.6452523 -33.1033295
391.9173469 71.8868977
347.6974237 198.1873637
272.3165253 244.1725385
274.0577915 276.0491423
285.6109600 432.2231699
111.9555925 672.2163724
-290.2366961 751.2318001
-689.3654117 498.1515897
-806.5068616 40.4084214
-612.4005633 -324.3831237
-321.7621579 -441.0578206
-123.7044157 -398.7218684
-16.2905471 -338.0200849
76.3275847 -267.9715585
127.3485027 -130.2637193
37.9504923 30.3310076
-190.6612757 63.1215057
-408.8035782 -120.6533602
-458.2361141 -450.6040671
-297.4489713 -785.0730093
33.4637365 -1028.2613552
497.3282126 -1118.9978596
1035.6849156 -969.1539628
1492.4326568 -512.1307370
1657.3246943 174.2720803
1426.9716711 857.8174072
892.9413899 1300.5186318
261.1914231 1397.0059422
-270.4790748 1176.1157467
-550.7053878 750.1505092
-496.4997529 316.6507205
-189.7901117 124.3581790
82.7139480 287.6424110
39.7388040 611.2023980
-275.6318390 736.3307551
-502.6998861 563.1786026
-422.6066340 430.3188310
-346.4585982 695.7769861
-829.1955672 1140.7561783
-1906.5331832 1012.8037898
-2791.1443905 -154.9990298
-2564.2769344 -1850.9277900
-1183.8227455 -2939.9098828
