-0,352869045075846
2,21984130375072
1,72544145023956
1,55911557359538
1,15779717398601
0,942641682180234
0,606938077944266
1,23714529862361
1,50418225653858
0,838878749961844
-0,0919357890560701
-0,383387554551843
0,286493728446295
1,23409344767601
1,16695272682881
1,00978240302743
0,786997283852649
0,292597430341494
-0,555817133091228
-0,299461653492851
-0,784705954161207
-0,481046784875034
-0,322350535599849
0,0530271309549164
-0,000380260628078499
-0,00800988799707802
-0,296409802545252
0,0957530442213126
0,0957530442213126
-0,265891293069255
-0,31166905728325
0,56116031373027
0,324641865291291
-0,250632038331256
-2,84928312021242
-2,92100161748101
-2,11683889278848
-1,52477980895414
-1,15397991882077
0,898389843440039
0,974686117130031
0,417723319193083
-0,305565355388051
-0,786231879635007
-0,557343058565027
-0,00495803704947839
0,141530808435308
-0,485624561296434
-0,447476424451438
-0,352869045075846
-0,911357768486595
-0,784705954161207
-0,111772820215469
-0,0949876400036698
-0,345239417706847
-0,275046845912053
-0,0873580126346707
3,00874477370524
2,24273018585771
1,70102664265877
0,66187139500106
0,245293740653699
-0,105669118320269
-0,479520859401235
-0,296409802545252
-0,384913480025643
-0,629061555833621
-0,400172734763642
-0,447476424451438
-0,439846797082438
0,652715842158262
0,275812250129696
0,426878872035882
0,565738090151669
0,149160435804308
-0,41695791497544
-0,523772698141431
-0,557343058565027
-0,180439466536463
-0,471891232032235
0,283441877498695
-0,63669118320262
-0,957135532700591
-0,288780175176252
-0,21095797601246
-0,226217230750458
0,2300344859157
0,669501022370059
0,457397381511879
0,701545457319857
0,715278786584055
0,315486312448492
-0,96629108554339
-1,17381694998017
-1,06242439039278
-0,886942960905797
-0,101091341898869
0,388730735190885
0,135427106540109
-0,255209814752655
0,181204870754105
0,590152897732467
0,738167668691053
0,0133530686361198
0,759530625324251
1,13643421735282
0,898389843440039
1,04030091250343
0,591678823206267
-0,241476485488457
-0,169757988219863
0,269708548234497
0,143056733909108
0,512330698568674
0,330745567186491
0,12474562822351
0,411619617297883
-0,20485427411726
0,260552995391697
-0,0980394909512698
0,228508560441901
-0,20332834864346
0,191886349070703
0,300227057710494
0,440612201300081
0,111012298959311
0,175101168858905
0,394834437086085
0,55353068636127
-0,227743156224258
-0,708409680471214
-0,816750389111004
-0,052261726737274
0,402464064455085
0,45129367961668
-0,220113528855259
-0,818276314584803
-1,55682424390394
-3,57104586931975
-2,73026093325603
-1,39965392010255
-1,38592059083835
-0,926617023224594
-0,918987395855594
-0,912883693960395
-0,723668935209212
-0,783180028687407
-0,992231818597987
-0,799965208899205
0,945693533127835
0,919752800073237
0,513856624042474
-0,258261665700255
-0,188069093905462
-0,0782024597918718
0,472656636249878
1,09523422956022
0,992997222815631
0,300227057710494
-0,453580126346637
-0,220113528855259
-0,8564244514298
-1,31420209356976
-0,383387554551843
0,0087752922147204
-0,133135776848667
-0,0675209814752726
0,262078920865497
0,205619678334902
0,165945616016106
0,355160374767288
0,292597430341494
-0,456631977294237
-0,517668996246231
-0,441372722556238
-0,383387554551843
-0,328454237495049
-0,624483779412221
-1,41643910031435
-1,27452803125096
-1,17992065187537
0,024034546952719
-0,20943205053866
-0,799965208899205
-2,02223151341289
-2,21297219763788
-1,81012787255471
-0,683994872890416
1,03877498702963
0,614567705313265
0,591678823206267
0,143056733909108
-0,102617267372669
0,860241706595041
0,541323282570871
0,129323404644909
-1,9169426557207
-3,71295693838314
-3,0461275063326
-1,22722434156317
-0,667209692678617
-0,169757988219863
-0,793861507004006
-0,122454298532067
-0,406276436658841
0,150686361278107
-0,0141135898922773
0,44824182866908
0,12016785180211
0,56116031373027
0,188834498123104
-0,180439466536463
-0,0537876522110738
1,38668599505599
1,15627124851221
0,228508560441901
-0,722143009735412
-1,34472060304576
-0,731298562578211
-0,319298684652249
-0,275046845912053
-0,101091341898869
-0,574128238776826
-0,133135776848667
-0,0705728324228723
0,292597430341494
0,417723319193083
-0,125506149479667
-0,574128238776826
-0,0232691427350766
0,529115878780472
0,913649098178037
0,432982573931082
0,165945616016106
-0,218587603381459
0,330745567186491
0,434508499404881
0,196464125492103
-0,429165318765839
0,387204809717086
0,440612201300081
0,347530747398289
-0,0598913541062731
0,742745445112453
0,944167607654034
0,519960325937674
0,349056672872089
0,181204870754105
0,88313058870204
1,07081942197942
0,692389904477057
0,788523209326448
1,71475997192296
1,3683748893704
1,17458235419781
0,420775170140682
-0,329980162968848
-0,243002410962256
-0,233846858119457
0,2269826349681
0,431456648457281
0,898389843440039
1,85819696646015
3,17049287392803
4,40801843317972
2,94465590380565
1,90550065614795
0,950271309549234
0,954849085970634
0,715278786584055
1,22951567125461
0,826671346171445
0,512330698568674
0,0484493545335165
-0,000380260628078499
0,164419690542306
0,0103012176885202
-0,0690469069490725
-0,477994933927435
0,0957530442213126
0,87550096133304
0,309382610553293
0,371945554979087
0,487915890987876
-0,133135776848667
0,056078981902516
0,400938138981284
-0,383387554551843
-0,404750511185041
-0,439846797082438
0,648138065736862
0,410093691824084
0,277338175603496
0,529115878780472
0,309382610553293
0,378049256874287
0,245293740653699
-0,0827802362132712
-0,455106051820437
-0,42306161687064
-0,401698660237442
-0,902202215643796
-0,96018738364819
-0,650424512466819
-0,886942960905797
-0,74350596636861
-0,564972685934027
-0,682468947416616
0,478760338145078
0,33990112002929
-0,366602374340045
-1,18144657734917
-2,21907589953307
-1,9886611529893
-1,9520389416181
-0,375757927182844
0,616093630787065
2,65320413830988
1,90397473067415
1,47213782158879
0,326167790765092
-0,139239478743866
-0,690098574785615
-0,8610022278512
-0,911357768486595
-0,458157902768036
-0,108720969267869
-0,20180242316966
-0,456631977294237
-0,142291329691466
-0,117876522110668
-0,142291329691466
-0,693150425733215
0,129323404644909
-0,705357829523614
-0,655002288888218
-1,88032044434951
-1,70636494033632
-1,9047352519303
-0,74655781731621
0,111012298959311
0,825145420697646
0,877026886806841
0,495545518356876
0,12627155369731
0,99147129734183
0,478760338145078
-0,481046784875034
-0,903728141117595
-0,897624439222396
-0,682468947416616
-0,284202398754852
0,313960386974692
0,767160252693251
0,614567705313265
0,498597369304475
0,165945616016106
0,387204809717086
0,0164049195837199
0,104908597064111
0,205619678334902
0,289545579393895
-0,0308987701040757
0,805308389538247
1,66287850581377
1,89939695425275
1,83378215887935
1,70865627002776
1,52707113864558
1,60184148686177
1,17305642872401
2,03215247047333
2,26409314249091
2,28240424817651
2,33123386333811
1,67661183507797
1,2813971373638
1,3393823053682
1,51028595843378
2,53113010040589
2,95838923306985
3,14912991729483
3,42379650257881
3,96550004577776
3,71524826807458
2,81037446211126
2,68830042420727
2,3709079256569
2,67609302041688
2,81647816400646
